book_name,authors,rating,publish_year,publish_month,publish_day,publisher,num_reviews,num_pages
Wild Swans: Three Daughters of China,Jung Chang,4.26,1991,15,9,Simon & Schuster,5,524
"Master and Commander (Aubrey/Maturin, #1)",Patrick O'Brian,4.1,1994,17,11,W. W. Norton  Company,63,412
The Afghan,Frederick Forsyth,3.7,2006,2,10,Bantam Press,6,343
The Day of the Jackal,Frederick Forsyth,4.26,1995,15,6,Arrow,60,416
The Fist of God,Frederick Forsyth,4.03,1995,9,2,Corgi,15,624
The Dogs of War,Frederick Forsyth,3.98,1996,4,4,Arrow,5,448
Desolation,Yasmina Reza,3.35,2003,14,10,Vintage,3,144
The Right Stuff,Tom Wolfe,4.24,1983,1,8,Bantam Doubleday Dell Publishing Group,1,371
Little Dorrit,Charles Dickens,3.99,1996,5,10,Wordsworth Editions,32,801
Dombey and Son,Charles Dickens,3.93,1995,5,7,Wordsworth Editions,17,817
Oliver Twist,Charles Dickens,3.87,1992,5,5,Wordsworth Editions,47,373
Bleak House,Charles Dickens,4.01,2006,1,9,Collector's Library,2,1288
Nicholas Nickleby,Charles Dickens,3.91,1998,10,9,Oxford University Press,5,870
The Pickwick Papers,Charles Dickens,3.83,1998,22,10,Everyman,1,801
The Island,Victoria Hislop,4.04,2006,10,4,Headline,2116,473
Stranger in a Strange Land,Robert A. Heinlein,3.92,1983,15,7,Berkley,2,438
"Three Act Tragedy (Hercule Poirot, #11)",Agatha Christie,3.83,2008,1,5,HarperCollins Publishers,41,319
"Cat Among the Pigeons (Hercule Poirot, #34)",Agatha Christie,3.83,2008,1,7,HarperCollins,56,352
The Moonstone,Wilkie Collins,3.91,2015,1,4,Collectors Library,5,687
The Botany of Desire: A Plant's-Eye View of the World,Michael Pollan,4.06,2001,12,6,Random House,6,304
Little Earthquakes,Jennifer Weiner,3.78,2005,10,1,Thorndike Press,1,677
Against the Day,Thomas Pynchon,4.13,2006,15,12,Tantor Media,1,0
The Company,Robert Littell,4.23,2002,22,4,Harry N. Abrams,28,894
Women,Annie Leibovitz,4.23,1999,19,10,Random House,10,248
White Noise,Don DeLillo,3.87,1986,7,1,Penguin,363,326
Basket Case,Realbuzz Studios,3.8,2005,31,12,Barbour Publishing,9,96
Awakenings,Thomas Keating,4.13,1990,1,10,Crossroad,2,136
Waiting,Ben Patterson,4.41,1990,4,12,IVP Books,7,170
Missing Mom,Joyce Carol Oates,3.55,2005,4,10,Ecco,28,434
Skinny Dip,Carl Hiaasen,3.81,2004,13,7,Knopf,78,355
Pudd'nhead Wilson,Mark Twain,3.79,2000,18,9,Thorndike Press,1,254
Snobbery: The American Version,Joseph Epstein,3.39,2002,9,7,Houghton Mifflin,4,288
The Bostonians,Henry James,3.59,1992,3,11,Everyman's Library,5,442
The Wings of the Dove,Henry James,3.81,1997,4,11,Everyman's Library,10,508
First They Killed My Father: A Daughter of Cambodia Remembers,Loung Ung,4.35,2001,17,9,Mainstream Publishing,11,304
Dracula,Bram Stoker,4.0,2007,9,5,Visor,1,128
"Wizard and Glass (The Dark Tower, #4)",Stephen King,4.25,2003,1,10,New English Library Ltd,11,896
Carrion Comfort,Dan Simmons,3.9,1989,1,1,Dark Harvest,8,636
"Random Family: Love, Drugs, Trouble, and Coming of Age in the Bronx",Adrian Nicole LeBlanc,4.25,2003,28,1,Scribner Book Company,19,408
"Interview with the Vampire (The Vampire Chronicles, #1)",Anne Rice,4.0,1991,13,9,Ballantine Books,97,342
A Connecticut Yankee in King Arthur's Court,Mark Twain,3.78,1991,15,5,Aerie,12,352
'Salem's Lot,Stephen King,4.02,2007,4,10,Hodder,89,768
Coraline,Neil Gaiman,4.07,2009,1,10,Heinemann,5,128
A Small Place,Jamaica Kincaid,3.96,1989,1,7,Plume,15,81
"Labyrinth (Languedoc, #1)",Kate Mosse,3.58,2008,3,8,McArthur,27,702
The Pearl Diver,Jeff Talarigo,3.75,2004,20,4,Nan A. Talese,9,256
Anna Karenina,Leo Tolstoy,4.05,2001,6,12,Penguin Books Ltd,6,864
Oracle Night,Paul Auster,3.79,2003,25,11,HarperAudio,2,7
On Beauty,Zadie Smith,3.74,2006,4,5,Penguin,34,443
Middlesex,Jeffrey Eugenides,4.01,2003,8,8,L'Olivier,42,678
Re-Gifters,Mike Carey,3.63,2007,6,6,Minx Books,204,174
The Chrysalids,John Wyndham,3.93,1955,1,12,Michael Joseph,4,240
Hedda Gabler,Henrik Ibsen,3.81,2002,25,4,Bloomsbury Methuen Drama,2,208
"Boundary Waters (Cork O'Connor, #2)",William Kent Krueger,4.06,1999,1,5,Pocket Books,26,325
Persuasion,Jane Austen,4.14,2007,31,7,Pearson,10,334
"Angus, Thongs and Full-Frontal Snogging (Confessions of Georgia Nicolson, #1)",Louise Rennison,3.75,2000,31,5,HarperCollins Publishers,11,256
Fun Home: A Family Tragicomic,Alison Bechdel,4.09,2006,14,9,Jonathan Cape,145,232
Pygmalion,George Bernard Shaw,3.9,2005,1,1,Digireads.com,7,88
Invisible Man,Ralph Ellison,3.87,1994,14,6,Modern Library,4,624
The Orchid Thief,Susan Orlean,3.69,1998,15,12,Random House (NY),37,284
The Cocktail Party,T.S. Eliot,3.71,1964,18,3,Mariner Books,15,190
The Solitaire Mystery,Jostein Gaarder,4.17,2004,6,3,Orion Children's Books,5,319
The Orange Girl,Jostein Gaarder,3.92,2004,1,10,Orion Publishing,7,151
Gnomes,Wil Huygen,4.02,1977,1,5,Harry N. Abrams,297,212
Twelve,Nick McDonell,3.2,2002,10,7,Grove/Atlantic,15,256
The Outsiders,S.E. Hinton,4.1,2007,5,4,Penguin Classics,146,136
Cryptonomicon,Neal Stephenson,4.25,2005,1,2,Wilhelm Goldmann Verlag,4,1184
Riptide,Douglas Preston,3.93,1998,1,6,"Warner Books, Inc.",34,417
Humboldt's Gift,Saul Bellow,3.86,1984,3,4,Penguin Books,4,487
I Love Dick,Chris Kraus,3.54,1997,31,12,Semiotext(e) & The MIT Press,2,275
The Winter People,Joseph Bruchac,3.58,2004,21,10,Puffin Books,26,176
Exodus,Carol L. Meyers,3.79,2005,11,7,Cambridge University Press,1,336
"Friday Night Lights: A Town, a Team, and a Dream",H.G. Bissinger,4.13,2000,11,8,Turtleback Books,2,367
On Killing: The Psychological Cost of Learning to Kill in War and Society,Dave Grossman,4.17,2009,22,6,"Little, Brown and Company",11,400
"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",Richard P. Feynman,4.28,1997,17,4,Turtleback Books,1,350
Travels in the Scriptorium,Paul Auster,3.23,2007,6,9,Faber and Faber,14,144
The Scarlet Letter,Nathaniel Hawthorne,3.41,2006,1,4,Hachette Audio,6,0
Moby-Dick,Herman Melville,3.5,1998,1,9,Signet Classics,75,555
Falconer,John Cheever,3.66,2005,30,6,Penguin Books,4,160
"White Night (The Dresden Files, #9)",Jim Butcher,4.4,2008,1,3,Orbit,23,454
"Small Favor (The Dresden Files, #10)",Jim Butcher,4.44,2008,1,4,Roc,1952,420
"Summer Knight (The Dresden Files, #4)",Jim Butcher,4.29,2007,30,3,Buzzy Multimedia,5,11
The Five People You Meet in Heaven,Mitch Albom,3.94,2006,1,3,Hyperion,1,4
For One More Day,Mitch Albom,4.1,2006,26,9,Hyperion,34,208
The Husband,Dean Koontz,3.8,2006,6,6,Random House Large Print,1,493
Silas Marner,George Eliot,3.65,1999,1,4,Signet Classics,11,208
Doctor Faustus,Christopher Marlowe,3.8,1995,1,12,Longman Publishing Group,10,172
Buddhism Plain and Simple,Steve Hagen,4.08,1997,1,11,Tuttle Publishing,1,163
"Galileo's Daughter: A Historical Memoir of Science, Faith and Love",Dava Sobel,3.76,2000,1,3,Thorndike Press,4,512
Monster,Christopher Pike,3.7,1992,1,11,Simon Pulse,46,229
The Phantom Tollbooth,Norton Juster,4.21,1988,12,10,Turtleback Books,4,255
Tomato Red,Daniel Woodrell,3.8,2000,1,10,Plume,15,225
Far From the Madding Crowd,Thomas Hardy,3.94,1993,5,8,Wordsworth Editions,39,423
The Land of Laughs,Jonathan Carroll,3.9,1989,21,9,Arrow Books Ltd,3,241
The Quickie,James Patterson,3.83,2007,3,7,Grand Central Publishing,2,368
"The Fellowship of the Ring (The Lord of the Rings, #1)",J.R.R. Tolkien,4.36,1966,12,12,George Allen & Unwin,11,423
Straight,Boy George,3.54,2007,1,3,Arrow,15,304
"The Inimitable Jeeves (Jeeves, #2)",P.G. Wodehouse,4.24,2007,30,3,Everyman's Library,9,256
"Right Ho, Jeeves (Jeeves, #6)",P.G. Wodehouse,4.32,2000,28,4,Everyman,1,304
"Very Good, Jeeves! (Jeeves, #4)",P.G. Wodehouse,4.35,2005,1,9,Everyman's Library,4,304
The Call of the Wild,Jack London,3.87,2013,17,7,Dover Publications,3,128
I Am Legend,Richard Matheson,4.0,2007,30,10,Tor Books,369,312
Creepers,David Morrell,3.66,2006,1,4,Thorndike Press,2,475
Revolting Rhymes,Roald Dahl,4.16,1987,27,12,Jonathan Cape,1,32
The Haunting of Hill House,Shirley Jackson,3.84,1996,1,2,Lightyear Press,17,174
Darkness Visible: A Memoir of Madness,William Styron,4.04,1990,18,8,Random House,35,84
The Man in the Iron Mask,Jim Pipe,2.93,2007,1,9,B.E.S. Publishing,1,48
"Howl's Moving Castle (Howl's Moving Castle, #1)",Diana Wynne Jones,4.28,1991,3,10,Mammoth,11,224
Pedagogy of the Oppressed,Paulo Freire,4.28,1972,1,9,Pelican/Penguin Books Ltd,1,153
The Little Prince,Antoine de Saint-Exupéry,4.31,1995,1,12,Thorndike Press,2,180
Falling Angels,Barbara Gowdy,3.81,2001,15,3,HarperPerennialCanada,3,206
One Hundred Years of Solitude,Gabriel García Márquez,4.08,2007,1,10,Penguin Books,280,422
Caligula,Maria Grazia Siliato,3.78,2006,15,12,Random House Espanol,7,494
"One Good Turn (Jackson Brodie, #2)",Kate Atkinson,3.81,2006,1,8,Doubleday,16,400
Endurance: Shackleton's Incredible Voyage,Alfred Lansing,4.4,2002,8,11,Audio Partners,3,6
Around the World in Eighty Days,Jules Verne,3.93,1988,21,11,William Morrow & Company,7,242
The Partner,John Grisham,3.92,1997,26,2,Doubleday,104,366
"House of Chains (Malazan Book of the Fallen, #4)",Steven Erikson,4.33,2002,15,12,Bantam Press,8,762
The Mezzanine,Nicholson Baker,3.83,1988,15,10,Weidenfeld & Nicolson,34,135
The Presentation of Self in Everyday Life,Erving Goffman,4.1,1959,20,5,Anchor Books,153,259
The Mystic Masseur,V.S. Naipaul,3.48,2001,12,10,Picador USA,8,207
Half a Life,V.S. Naipaul,3.25,2002,1,9,Picador USA,8,227
The Looming Tower: Al-Qaeda and the Road to 9/11,Lawrence Wright,4.38,2006,11,10,Tantor Media,4,0
"A Study in Scarlet (Sherlock Holmes, #1)",Arthur Conan Doyle,4.16,2001,1,10,Penguin Classics,320,143
The Silmarillion,J.R.R. Tolkien,3.93,2001,28,4,Houghton Mifflin Company,48,365
Art Forms in Nature,Ernst Haeckel,4.11,2004,1,4,Prestel Publishing,2,96
Next,Michael Crichton,3.5,2006,28,11,HarperAudio,2,12
"Tomb of the Golden Bird (Amelia Peabody, #18)",Elizabeth Peters,4.16,2007,1,5,Robinson Publishing,1,442
"The Hippopotamus Pool (Amelia Peabody, #8)",Elizabeth Peters,4.17,2007,25,1,Robinson Publishing,5,386
The Line of Beauty,Alan Hollinghurst,3.74,2004,16,4,Picador,13,501
Strangers on a Train,Patricia Highsmith,3.77,1999,12,8,Vintage Books,34,262
Out of Africa,Isak Dinesen,3.96,1989,31,8,Penguin Books,17,336
The Chamber,John Grisham,3.79,2000,1,1,Addison Wesley Publishing Company,8,105
The Runaway Jury,Hilary Maxwell-Hyslop,3.6,2001,3,4,Addison Wesley Publishing Company,6,101
The Te of Piglet,Benjamin Hoff,3.8,1993,31,12,Large Print Press,1,218
George's Marvelous Medicine,Roald Dahl,4.04,2002,26,11,HarperFestival,1,0
"Unweaving the Rainbow: Science, Delusion and the Appetite for Wonder",Richard Dawkins,4.02,1998,1,12,Houghton Mifflin Harcourt,7,352
The Pilgrim's Progress,John Bunyan,4.01,1941,17,1,Moody Publishers,12,192
The Rose Garden,Maeve Brennan,4.1,2001,28,3,Counterpoint,22,320
The Complete Works,Flavius Josephus,4.2,2003,17,7,Thomas Nelson,7,1184
London Fields,Martin Amis,3.72,1989,21,9,Jonathan Cape,6,470
Bread and Wine,Ignazio Silone,3.86,1977,1,6,Signet Classics,7,288
Memoirs,Lorenzo Da Ponte,3.69,2000,31,5,NYRB Classics,4,472
Glasshouse,Charles Stross,3.87,2007,1,3,Orbit (UK),32,388
The Four Loves,C.S. Lewis,4.15,1991,7,11,Houghton Mifflin Harcourt,36,156
The Looking Glass Wars,Frank Beddor,3.93,2004,18,9,Egmont,30,375
The Big Book of Hell,Matt Groening,4.12,1990,31,10,Pantheon,1,169
Looking for Alaska,John Green,4.03,2006,3,7,HarperCollins Children's Books,149,268
Spook: Science Tackles the Afterlife,Mary Roach,3.58,2005,10,10,Brilliance Audio,38,8
Running with Scissors,Augusten Burroughs,3.73,2006,25,7,MacMillan Audio,4,0
All the Names,José Saramago,3.9,2000,5,10,Houghton Mifflin Harcourt,15,238
Amnesia Moon,Jonathan Lethem,3.49,2004,2,12,Faber  Faber,17,256
All's Well That Ends Well,William Shakespeare,3.65,1967,12,10,Bloomsbury Arden Shakespeare,13,152
Love's Labour's Lost,William Shakespeare,3.53,1998,28,8,Bloomsbury Arden Shakespeare,1,374
Fight Club,Chuck Palahniuk,4.19,1999,3,12,Gallimard,1,272
There's a Wocket in my Pocket!,Dr. Seuss,4.03,1974,12,8,Random House,83,36
Scar Tissue,Michael Ignatieff,3.65,1994,21,4,Vintage,1,208
As the Crow Flies,Jeffrey Archer,4.1,1992,15,5,HarperTorch,10,789
Sailing Alone Around the Room: New and Selected Poems,Billy Collins,4.23,2001,4,9,Random House,24,172
Escape,Lorena McCourtney,3.75,2005,16,4,Thomas Nelson,15,276
Stardust,Shari MacDonald,3.5700000000000003,1997,1,5,Palisades,4,286
Big Sur,Jack Kerouac,3.82,1981,1,9,McGraw-Hill Companies,3,241
"Haunted (Women of the Otherworld, #5)",Kelley Armstrong,4.09,2005,31,5,Seal Books,19,528
The Persian Pickle Club,Sandra Dallas,3.79,1995,1,10,St. Martin's Press,40,196
Breakfast at Tiffany's,Truman Capote,3.89,1993,26,8,Penguin Books Limited,27,157
The Structure of Scientific Revolutions,Thomas S. Kuhn,4.01,1996,15,12,University Of Chicago Press,2,226
Jamaica Inn,Daphne du Maurier,3.87,1992,2,1,Arrow,25,272
"Faceless Killers (Kurt Wallander, #1)",Henning Mankell,3.77,2003,14,1,Vintage Crime/Black Lizard,2423,280
The Tempest,William Shakespeare,3.81,2002,20,8,Washington Square Press,1,272
Antony and Cleopatra,William Shakespeare,3.69,1954,1,12,Routledge,4,278
The Woodlanders,Thomas Hardy,3.86,1997,5,6,Everyman,1,468
Wit,Des MacHale,3.79,2003,2,4,Andrews McMeel Publishing,4,320
Invitation to a Beheading,Vladimir Nabokov,3.91,1990,25,1,Penguin Classics,12,192
Middle Passage,Charles R. Johnson,3.84,1990,11,7,Antheneum,7,209
I Am the Cheese,Robert Cormier,3.76,2007,11,9,Ember,86,256
"Artemis Fowl (Artemis Fowl, #1)",Eoin Colfer,3.85,2006,2,8,Miramax Books,33,288
Esio Trot,Roald Dahl,3.75,1990,19,4,Jonathan Cape,4,64
Socks,Beverly Cleary,3.92,1990,1,8,HarperCollins,19,160
The Caliph's House: A Year in Casablanca,Tahir Shah,3.97,2006,31,1,Bantam,27,349
Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values,Robert M. Pirsig,3.77,1985,1,11,Demco Media,6,380
The Agony and the Ecstasy,Irving Stone,4.08,1987,3,3,Signet,2,776
Zorba the Greek,Nikos Kazantzakis,4.07,1975,1,1,Scribner Book Company,42,311
Germinal,Pierre Assouline,4.06,1993,8,9,Fayard,2,394
All My Sons,Arthur  Miller,3.9,1971,1,10,Blackwell Publishers,16,112
Hope for the Flowers,Trina Paulus,4.34,1972,28,9,Paulist Press,42,160
"Separation of Power (Mitch Rapp, #5)",Vince Flynn,4.31,2002,27,8,Pocket Books,765,448
Paradise Lost,John Milton,3.82,1962,1,1,Prentice Hall,3,324
Pride and Prejudice,Jane Austen,4.26,1983,1,12,Bantam Classics,16,295
Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,Donald Miller,3.91,2006,31,12,Thorndike Press,14,338
The Great Bridge: The Epic Story of the Building of the Brooklyn Bridge,David McCullough,4.23,1982,2,10,Simon & Schuster (NYC),5,636
The Tin Drum,Günter Grass,3.96,2004,5,2,Vintage Classics,18,565
Uncommon Carriers,John McPhee,3.95,2006,22,8,Thorndike Press,1,377
The Basketball Diaries,Jim Carroll,3.95,1980,1,2,Bantam Books,8,177
The Quiet Gentleman,Georgette Heyer,3.96,2005,6,10,Arrow,40,320
Belgarath the Sorcerer,David Eddings,4.08,2006,2,5,Voyager,7,840
"The Scar (New Crobuzon, #2)",China Miéville,4.16,2002,26,4,MacMillan,16,603
"Scaramouche (Scaramouche, #1)",Rafael Sabatini,4.08,2001,1,6,Signet,445,359
"Singularity Sky (Eschaton, #1)",Charles Stross,3.83,2004,29,6,Ace,58,337
The Dog of the South,Charles Portis,3.82,1999,1,4,Overlook,546,246
Lincoln's Dreams,Connie Willis,3.51,1988,4,8,Grafton,3,256
"The Colour of Magic (Discworld, #1)",Terry Pratchett,3.99,2006,1,1,Ulverscroft,35,6
"The Light Fantastic (Discworld, #2)",Terry Pratchett,3.98,2000,2,2,Turtleback Books,2,272
"Toll the Hounds (Malazan Book of the Fallen, #8)",Steven Erikson,4.35,2009,4,8,Tor Books,64,1294
The Forgotten Beasts of Eld,Patricia A. McKillip,4.08,1974,1,1,Atheneum Books,11,217
"Children of the Mind (Ender's Saga, #4)",Orson Scott Card,3.76,1997,15,6,Turtleback Books,2,370
Consilience: The Unity of Knowledge,Edward O. Wilson,3.92,1998,31,12,Thorndike Press,1,688
Surfacing,Margaret Atwood,3.45,1994,15,9,New Canadian Library,15,200
The Friends of Eddie Coyle,George V. Higgins,4.05,1987,7,7,Penguin Books,2,192
The Private Memoirs and Confessions of a Justified Sinner,James Hogg,3.67,1995,5,1,McArthur & Co / Orion Con Mm,1,222
The Postman,David Brin,3.89,1997,3,11,Turtleback Books,2,321
Brighton Rock,Graham Greene,3.73,1991,5,11,Penguin Classics,45,256
The Keep,Emily   Wilson,4.06,2001,1,7,University Of Iowa Press,6,96
Glory Season,David Brin,3.75,1993,1,5,Spectra,5,564
The City and the Stars,Arthur C. Clarke,4.09,1991,1,1,Bantam Spectra,7,254
Stiff: The Curious Lives of Human Cadavers,Mary Roach,4.06,2003,1,1,Thorndike Press,7,439
"The Last Temptation (Tony Hill & Carol Jordan, #3)",Val McDermid,4.01,2002,16,9,Minotaur Books,7,448
Timeline,Michael Crichton,3.85,2002,1,2,Distribooks,4,640
Pyramid,Caroline Bingham,3.85,2004,5,7,DK Children,1,48
The Hound of the Baskervilles,Arthur Conan Doyle,4.12,1992,16,2,Random House Value Publishing,2,249
Cujo,Stephen King,3.72,1995,15,4,Sperling & Kupfer,17,375
The Plague Dogs,Richard  Adams,3.85,1999,1,3,G.K. Hall,1,634
"Red Dragon (Hannibal Lecter, #1)",Thomas  Harris,4.03,1981,16,11,Putnam,50,352
Hush,Mark Nykanen,3.73,1998,15,3,Vhps Trade,36,304
Jackdaws,Ken Follett,3.98,2001,4,12,Random House Large Print Publishing,1,674
Eye of the Needle,Ken Follett,4.18,2000,1,8,Avon,25,384
A Journey to the Center of the Earth,Jules Verne,3.86,1996,1,8,Dutton Books,5,392
Atonement,Ian McEwan,3.9,2002,2,5,Vintage,32,372
"Girl, Interrupted",Susanna Kaysen,3.9,1994,3,3,Turtleback Books,5,224
Riddley Walker,Russell Hoban,4.03,1982,1,6,Pocket Books,7,220
Blood Music,Greg Bear,3.81,1996,1,7,Ace Trade,6,256
Dreamcatcher,Stephen King,3.63,2003,14,4,Hodder,9,694
Bury My Heart at Wounded Knee: An Indian History of the American West,Dee Brown,4.23,2001,23,1,Henry Holt and Co.,8,512
Ghost Story,Peter Straub,3.95,1979,1,9,Warner Books,18,507
"The Queen of the Damned (The Vampire Chronicles, #3)",Anne Rice,3.89,1989,13,5,Ballantine Books,26,512
The Handmaid's Tale,Michael    O'Brien,3.78,2004,5,10,BTC Audiobooks,15,2
The Long Walk,Richard Bachman,4.11,1999,1,4,Turtleback Books,27,384
Montana Sky,Nora Roberts,4.08,2007,1,1,Piatkus Books,15,467
Fahrenheit 451,Ray Bradbury,3.99,1981,12,2,Del Rey,4,167
The Nanny,Melissa Nathan,3.79,2003,3,4,Arrow,34,536
Sons and Lovers,D.H. Lawrence,3.63,1991,26,11,Everyman's Library,6,432
"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",Brian Greene,4.07,2003,20,10,W. W. Norton & Company,24,464
Just So Stories,Rudyard Kipling,4.08,1989,7,12,Penguin Classics,10,176
Pinocchio,Tania Zamorsky,4.09,2008,5,2,Sterling,13,150
"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",J.K. Rowling,4.42,1999,9,9,National Braille Press,1,520
The Train Was on Time,Heinrich Böll,3.84,1994,13,4,Northwestern University Press,1,110
Sharp Objects,Gillian Flynn,3.97,2006,26,9,RH Audio,165,8
The Island of Dr. Moreau,H.G. Wells,3.73,1997,1,3,G. K. Hall & Company (USA),2,194
Motherless Brooklyn,Jonathan Lethem,3.89,1999,14,9,Doubleday,34,311
Heidi,Sarah Hines Stephens,3.95,2002,1,7,Scholastic Paperbacks,5,128
Lord of Misrule,Stephanie Maynard,3.5,1996,1,4,HarperPrism,2,355
The Prophet,Kahlil Gibran,4.23,1992,28,5,Penguin,11,128
Wanted,Kim Wozencraft,3.21,2006,7,2,Saint Martin's Press,1,352
Fury,Salman Rushdie,3.3,2001,1,9,Recorded Books,2,9
Citizen Vince,Jess Walter,3.86,2005,12,4,Harper,18,293
"The Blade Itself (The First Law, #1)",Joe Abercrombie,4.17,2006,4,5,Gollancz,18,425
"Last Argument of Kings (The First Law, #3)",Joe Abercrombie,4.29,2008,20,3,Gollancz,3198,536
"Watermelon (Walsh Family, #1)",Marian Keyes,3.78,1997,2,6,Arrow,48,614
Seabiscuit: An American Legend,Laura Hillenbrand,4.22,2002,26,3,Ballantine Books,141,401
The Ivy Chronicles,Karen Quinn,3.45,2005,27,1,Viking Adult,17,352
The Reckoning,Sarah Pinborough,3.62,2005,1,10,Leisure Books,41,338
After Dark,Haruki Murakami,3.71,2007,8,5,Bond Street Books,14,191
Jacob Have I Loved,Katherine Paterson,3.67,1990,7,2,HarperCollins Canada / Trophy Jr Pape,65,256
Nick & Norah's Infinite Playlist,Rachel Cohn,3.71,2007,28,8,Ember,492,183
"Sex, Drugs, and Cocoa Puffs: A Low Culture Manifesto",Chuck Klosterman,3.74,2006,1,6,Simon  Schuster Audio,14,6
Blink: The Power of Thinking Without Thinking,Malcolm Gladwell,3.93,2006,2,1,Penguin,29,286
Alexander Hamilton,Ron Chernow,4.22,2004,26,4,Penguin Audio,48,731
Miss Rumphius,Barbara Cooney,4.46,1985,6,11,Turtleback Books,3,32
"Plum Island (John Corey, #1)",Nelson DeMille,4.03,1997,1,4,Grand Central Publishing,56,528
The Stuff of Thought: Language as a Window into Human Nature,Steven Pinker,3.9,2007,11,9,Penguin Audio,9,1
"Empire of the Sun (Empire of the Sun, #1)",J.G. Ballard,3.99,1985,1,10,Washington Square Press,7,375
Nausea,Jean-Paul Sartre,3.93,1970,28,5,Penguin Books,21,253
The Brothers Karamazov,Fyodor Dostoyevsky,4.32,1977,12,8,Modern Library,3,822
Losing It,Lara Harte,3.33,1999,1,7,Phoenix House,1,233
Accelerando,Charles Stross,3.88,2006,1,6,Orbit (UK),27,433
"Iron Sunrise (Eschaton, #2)",Charles Stross,3.97,2004,6,7,Ace Books,10,355
"The Hidden Family (The Merchant Princes, #2)",Charles Stross,3.5700000000000003,2005,1,6,Tor Books,6,304
"The Family Trade (The Merchant Princes, #1)",Charles Stross,3.52,2004,1,12,Tor Books,14,304
